time,target,z,dz,e,ei,u
9.650,4.000,3.907,0.093,0.000,0.174,0.521
9.660,4.000,3.908,0.092,0.000,0.174,0.521
9.670,4.000,3.909,0.091,0.000,0.174,0.521
9.680,4.000,3.909,0.091,0.000,0.174,0.521
9.690,4.000,3.910,0.090,0.000,0.174,0.521
9.700,4.000,3.911,0.089,0.000,0.174,0.521
9.710,4.000,3.912,0.088,0.000,0.174,0.521
9.720,4.000,3.913,0.087,0.000,0.174,0.521
9.730,4.000,3.914,0.086,0.000,0.174,0.521
9.740,4.000,3.915,0.085,0.000,0.174,0.521
9.750,4.000,3.916,0.084,0.000,0.174,0.521
9.760,4.000,3.916,0.084,0.000,0.174,0.521
9.770,4.000,3.917,0.083,0.000,0.174,0.521
9.780,4.000,3.918,0.082,0.000,0.174,0.521
9.790,4.000,3.919,0.081,0.000,0.174,0.522
9.800,4.000,3.920,0.080,0.000,0.174,0.522
9.810,4.000,3.921,0.079,0.000,0.174,0.522
9.820,4.000,3.921,0.079,0.000,0.174,0.522
9.830,4.000,3.922,0.078,0.000,0.174,0.522
9.840,4.000,3.923,0.077,0.000,0.174,0.522
9.850,4.000,3.924,0.076,0.000,0.174,0.522
9.860,4.000,3.924,0.076,0.000,0.174,0.522
9.870,4.000,3.925,0.075,0.000,0.174,0.522
9.880,4.000,3.926,0.074,0.000,0.174,0.522
9.890,4.000,3.927,0.073,0.000,0.174,0.522
9.900,4.000,3.927,0.073,0.000,0.174,0.522
9.910,4.000,3.928,0.072,0.000,0.174,0.522
9.920,4.000,3.929,0.071,0.000,0.174,0.522
9.930,4.000,3.930,0.070,0.000,0.174,0.522
9.940,4.000,3.930,0.070,0.000,0.174,0.522
9.950,4.000,3.931,0.069,0.000,0.174,0.522
9.960,4.000,3.932,0.068,0.000,0.174,0.522
9.970,4.000,3.932,0.068,0.000,0.174,0.522
9.980,4.000,3.933,0.067,0.000,0.174,0.522
9.990,4.000,3.934,0.066,0.000,0.174,0.522
